User ID,User Name,Visa Type,Visa Entry,City,Major,Visa Status,Check Date,Complete Date,Waiting Days
00000,mmega,H1,Renewal,ShangHai,Biochemistry,Clear,2009-01-05,2009-03-31,85
00001,100,H1,Renewal,ShenYang,Chemical Engineering,Clear,2009-01-05,2009-04-06,91
00002,ford99,H1,Renewal,ShangHai,Mathmatics,Clear,2009-01-05,2009-04-01,86
00003,thinkme,H1,Renewal,BeiJing,Aero,Clear,2009-01-05,2009-05-20,135
00004,aaa,H1,Renewal,BeiJing,physics,Clear,2009-01-05,2009-04-02,87
00005,Chao,H1,Renewal,GuangZhou,medicine,Clear,2009-01-05,2009-04-15,100
00006,71,H1,Renewal,Toronto ,EE,Clear,2009-01-05,2009-04-14,99
00007,komunling,H1,New,ShangHai,Bioinformatics,Clear,2009-01-06,2009-04-07,91
00008,fjr_2009,F1,New,ShangHai,EE,Clear,2009-01-06,2009-02-28,53
00009,Bluewater,H1,,ShangHai,CS,Clear,2009-01-07,2009-04-10,93
00010,kevin,H1,Renewal,ShenYang,Chem,Clear,2009-01-07,2009-04-09,92
00011,zhangge,H1,Renewal,ChengDu,Statistical Genetics,Clear,2009-01-07,2009-04-08,91
00012,expiate,H1,Renewal,ChengDu,Information Science,Clear,2009-01-07,2009-04-07,90
00013,lq958,H1,New,BeiJing,medical science,Clear,2009-01-07,2009-04-10,93
00014,unluckyinchengd,H1,Renewal,ChengDu,ECE,Clear,2009-01-07,2009-04-02,85
00015,flyingmonkey,H4,Renewal,ChengDu,MBA,Clear,2009-01-07,2009-04-08,91
00016,ywhk,H1,Renewal,ShenYang,biology,Clear,2009-01-07,2009-04-20,103
00017,wjzr76,H1,Renewal,Others,EE,Clear,2009-01-08,2009-04-09,91
00018,SF,H1,Renewal,Others,Chem,Clear,2009-01-08,2009-04-08,90
00019,ccruz,H1,Renewal,BeiJing,EE,Clear,2009-01-09,2009-04-09,90
00020,ppqq,H1,New,BeiJing,EE,Clear,2009-01-10,2009-04-08,88
00021,usdgood,B2,Renewal,ChengDu,chemistry,Clear,2009-01-12,2009-04-10,88
00022,ray,L1,New,GuangZhou,N/A,Clear,2009-01-12,2009-04-08,86
00023,wuhanJan,H1,New,GuangZhou,cancer biology,Clear,2009-01-12,2009-04-15,93
00024,berry7e7,L1,New,ShangHai,EE,Clear,2009-01-12,2009-04-09,87
00025,rc,L2,New,GuangZhou,N/A,Clear,2009-01-12,2009-04-08,86
00026,noid,H1,,ChengDu,CS,Clear,2009-01-13,2009-04-08,85
00027,viviencat,H4,New,Others,N/A,Clear,2009-01-13,2009-04-07,84
00028,paopao,H1,Renewal,BeiJing,EE,Clear,2009-01-13,2009-04-23,100
00029,ykcheiccas,H1,Renewal,BeiJing,Chemistry,Clear,2009-01-13,2009-04-08,85
00030,changchunfeng,H1,Renewal,BeiJing,computer science,Clear,2009-01-13,2009-04-14,91
00031,caidoz,H1,Renewal,Others,CS,Clear,2009-01-13,2009-04-28,105
00032,familywang,H1,New,Others,radiation oncology,Clear,2009-01-13,2009-04-08,85
00033,familywang2and3,H4,New,Others,N/A,Clear,2009-01-13,2009-04-08,85
00034,ibm,J1,New,ShangHai,MECH,Clear,2009-01-13,2009-05-14,121
00035,haha,J2,New,ShenYang,N/A,Clear,2009-01-13,2010-03-16,427
00036,lhm,B1,,ShangHai,EE,Clear,2009-01-14,2009-04-14,90
00037,li777,H1,Renewal,BeiJing,N/A,Clear,2009-01-14,2009-03-14,59
00038,bobobo,F1,Renewal,BeiJing,chemistry,Clear,2009-01-15,2009-05-07,112
00039,leviski,H1,New,ChengDu,CS,Clear,2009-01-15,2009-04-16,91
00040,vincentlang1,F1,Renewal,Others,Organic Chemistry,Clear,2009-01-15,2009-06-04,140
00041,huhd,H1,Renewal,ShangHai,CS,Clear,2009-01-15,2009-05-20,125
00042,pp,H1,,Toronto ,bio,Clear,2009-01-15,2009-04-21,96
00043,robertg,H1,New,ShangHai,Biomedical Eng,Clear,2009-01-15,2009-04-15,90
00044,wieso,B1,New,Others,Biology,Clear,2009-01-15,2009-04-24,99
00045,xiamimayi,H1,Renewal,ShangHai,CS,Clear,2009-01-15,2009-04-16,91
00046,ppsi,H1,New,Others,Chemistry,Clear,2009-01-16,2009-04-14,88
00047,NW,H1,Renewal,ShenYang,BME,Clear,2009-01-16,2009-04-14,88
00048,yaya,B1,New,Others,EE,Clear,2009-01-16,2009-04-14,88
00049,12345,F1,Renewal,GuangZhou,Biology,Clear,2009-01-20,2009-03-11,50
00050,goldenbread,H1,New,ShangHai,materials Science,Clear,2009-01-20,2009-04-17,87
00051,hardamethyst,H1,Renewal,ShenYang,Chemistry,Clear,2009-01-20,2009-04-24,94
00052,yhy,B2,New,Others,ChE,Clear,2009-01-20,2009-04-15,85
00053,qq,B1,New,Vancouver ,chemistry,Clear,2009-01-20,2009-04-23,93
00054,WoKao,H1,Renewal,ShenYang,MicroElectronics,Clear,2009-01-20,2009-04-14,84
00055,alex,B1,New,ShangHai,N/A,Clear,2009-01-20,2009-04-16,86
00056,quakemania,H1,New,ShangHai,ME,Clear,2009-01-20,2009-04-14,84
00057,MMCC,H1,Renewal,ShangHai,material,Clear,2009-01-20,2009-05-14,114
00058,vivienduww,L2,New,ChengDu,N/A,Clear,2009-01-21,2009-03-19,57
00059,seekdream,H1,New,ChengDu,EE,Clear,2009-01-21,2009-04-24,93
00060,bettyzy1201,H1,Renewal,ChengDu,EE,Clear,2009-01-21,2009-04-23,92
00061,thus,H1,Renewal,ShenYang,Biomedical Engineering,Clear,2009-01-21,2009-04-20,89
00062,xlmail,H1,Renewal,ChengDu,Chemistry,Clear,2009-01-21,2009-04-16,85
00063,botong,H1,Renewal,BeiJing,Chemistry,Clear,2009-01-22,2009-05-22,120
00064,blue,H1,Renewal,BeiJing,Proteomics,Clear,2009-01-22,2009-04-22,90
00065,eiche,F1,Renewal,GuangZhou,Physics,Clear,2009-01-22,2009-04-15,83
00066,Shanghai,H1,New,ShangHai,Biochemistry,Clear,2009-01-22,2009-04-17,85
00067,sling,J2,New,ChengDu,Clinical Medicine ,Clear,2009-01-22,2009-05-22,120
00068,JAN23,H1,Renewal,ShangHai,chemistry,Clear,2009-01-23,2009-04-20,87
00069,goodtiger,J1,Renewal,BeiJing,Chemistry,Clear,2009-01-23,2009-04-14,81
00070,milanyc,B2,New,Others,ECE,Clear,2009-01-23,2009-05-05,102
00071,wma,B1,New,Others,Physiology/Pharmacology,Clear,2009-01-23,2009-04-22,89
00072,hliang,B1,Renewal,Others,Chemistry,Clear,2009-01-26,2009-04-22,86
00073,lz_7991,J1,New,BeiJing,Optic Engineer,Clear,2009-01-29,2009-04-14,75
00074,zye,H1,Renewal,ShangHai,biomedical engineering,Clear,2009-01-29,2009-04-24,85
00075,ermite,B2,New,Others,CS,Clear,2009-01-29,2009-04-24,85
00076,jwsn,J2,New,ShangHai,clinical medicine bioche,Clear,2009-01-29,2009-05-06,97
00077,xiaogazhang,J1,New,ShangHai,CS,Clear,2009-01-30,2009-07-10,161
00078,DHA,H1,Renewal,ShangHai,ECE,Clear,2009-01-30,2009-04-24,84
00079,kk,J1,Renewal,BeiJing,MICROBIO,Clear,2009-01-30,2009-05-06,96
00080,basten,J1,New,ShenYang,optic engineering,Clear,2009-01-30,2009-04-13,73
00081,qap,F1,Renewal,ChengDu,BME,Clear,2009-02-02,2009-05-22,109
00082,shanghaigu,B2,New,ShangHai,N/A,Clear,2009-02-02,2009-04-23,80
00083,worry,F1,Renewal,ChengDu,Biomedical Sciences,Clear,2009-02-02,2009-05-22,109
00084,iiv,F1,Renewal,Others,Chemistry,Clear,2009-02-03,2009-03-12,37
00085,yunzhongxue,J1,New,Others,Microbiology,Clear,2009-02-03,2009-05-22,108
00086,Xiaoming,J1,Renewal,ChengDu,Mechanical Egineering,Clear,2009-02-03,2009-05-22,108
00087,Gemini,J1,New,Others,N/A,Clear,2009-02-03,2009-05-22,108
00088,buaa,B2,New,BeiJing,N/A,Clear,2009-02-03,2009-04-24,80
00089,neenee,B2,New,BeiJing,NA,Clear,2009-02-03,2009-04-24,80
00090,lvcp,J1,New,Others,biophysics,Clear,2009-02-04,2009-07-31,177
00091,mayawww,F1,,BeiJing,biology,Clear,2009-02-04,2009-03-09,33
00092,time fly,J1,New,ShenYang,chemistry,Clear,2009-02-04,2009-03-13,37
00093,nicej,J1,New,ShangHai,Biology,Clear,2009-02-04,2009-05-27,112
00094,idontknow,H1,New,ChengDu,IT,Clear,2009-02-04,2009-04-14,69
00095,horseinfly,J1,New,BeiJing,microbiology,Clear,2009-02-04,2009-05-22,107
00096,flyingrock,L1,New,BeiJing,CS,Clear,2009-02-04,2009-04-27,82
00097,readinsnow,H1,Renewal,ChengDu,Physics,Clear,2009-02-04,2009-04-28,83
00098,efm,H1,Renewal,Others,Chemistry,Clear,2009-02-04,2009-04-27,82
00099,madmatrix,H4,New,ShangHai,Computer Science,Clear,2009-02-05,2009-04-28,82
00100,trueconan,F1,,BeiJing,Bioengineering,Clear,2009-02-05,2009-05-22,106
00101,paradisezl,H1,New,ShangHai,biology,Clear,2009-02-05,2009-04-27,81
00102,underthemoon,J1,New,BeiJing,Microbiology,Clear,2009-02-05,2009-05-22,106
00103,WF,H1,Renewal,BeiJing,Medicine,Clear,2009-02-05,2009-05-15,99
00104,D_xili,J1,New,BeiJing,Microbiology,Clear,2009-02-06,2009-05-07,90
00105,***,B1,New,ShangHai,thermal energy,Clear,2009-02-09,2009-04-24,74
00106,waterfeeling,B1,New,ShangHai,computer science,Clear,2009-02-09,2009-04-30,80
00107,may109,F1,Renewal,ChengDu,CS,Clear,2009-02-09,2009-05-12,92
00108,frada,H1,Renewal,BeiJing,ME,Clear,2009-02-09,2009-04-27,77
00109,fanfare,F1,Renewal,ChengDu,Materials Science,Clear,2009-02-09,2009-05-07,87
00110,Ida,H1,Renewal,GuangZhou,N/A,Clear,2009-02-09,2009-05-09,89
00111,wanderingsam,H1,New,ShenYang,physics,Clear,2009-02-09,2009-05-13,93
00112,cylouisa,H1,,ChengDu,N/A,Clear,2009-02-11,2009-04-28,76
00113,aibiqian,J1,New,Others,biology,Clear,2009-02-11,2009-03-11,28
00114,weektree,H1,Renewal,BeiJing,N/A,Clear,2009-02-11,2009-04-28,76
00115,mindy_nt,J1,New,ShangHai,biochemistry,Clear,2009-02-11,2009-04-15,63
00116,continue,B2,Renewal,BeiJing,EE,Clear,2009-02-11,2009-04-27,75
00117,qyp29,J1,New,ShangHai,medicine,Clear,2009-02-12,2009-04-09,56
00118,X__X,F1,,ChengDu,CompSci,Clear,2009-02-12,2009-03-13,29
00119,blw,H1,Renewal,BeiJing,medicine,Clear,2009-02-12,2009-04-27,74
00120,linklisa,H1,New,ShangHai,medicine chemistry,Clear,2009-02-12,2009-04-30,77
00121,icanfly,H1,Renewal,ShangHai,Aerospace,Clear,2009-02-12,2009-04-28,75
00122,zyn,H4,New,BeiJing,N/A,Clear,2009-02-12,2009-05-04,81
00123,mpi,H1,Renewal,ShangHai,BME,Clear,2009-02-12,2009-04-28,75
00124,linklisa,H4,New,ShangHai,N/A,Clear,2009-02-12,2009-04-30,77
00125,linklisa,H1,New,ShangHai,N/A,Clear,2009-02-12,2009-04-30,77
00126,photovoltaic,J1,New,ShenYang,chemistry engineering,Clear,2009-02-13,2009-03-09,24
00127,jkl200301,J1,New,ShenYang,Chemistry,Clear,2009-02-17,2009-04-10,52
00128,sundaysun,H1,Renewal,Others,N/A,Clear,2009-02-17,2009-05-01,73
00129,simpleweal,H1,New,BeiJing,Biochemistry,Clear,2009-02-17,2009-04-29,71
00130,Leo,L1,New,GuangZhou,CS,Clear,2009-02-18,2009-05-04,75
00131,Leo82,F1,Renewal,BeiJing,BME,Clear,2009-02-18,2009-04-13,54
00132,magicgenome,J1,New,BeiJing,bio,Clear,2009-02-19,2009-04-14,54
00133,magicxt,J1,New,BeiJing,Automation,Clear,2009-02-19,2009-04-14,54
00134,ltx00000,J1,New,BeiJing,chemistry,Clear,2009-02-19,2009-04-14,54
00135,zwyk,H1,Renewal,ShangHai,Biomedicine,Clear,2009-02-19,2009-05-06,76
00136,ingott,B1,New,Others,Computer Science,Clear,2009-02-19,2009-05-26,96
00137,911xx,H1,New,ShangHai,BIOCHEM,Clear,2009-02-20,2009-05-02,71
00138,cxlpumc,H1,New,BeiJing,medicine,Clear,2009-02-23,2009-03-23,28
00139,feifei,J1,New,BeiJing,BME,Clear,2009-02-24,2009-04-09,44
00140,DragonNew,H1,New,BeiJing,Microbiology,Clear,2009-02-24,2009-05-26,91
00141,boltoph,J1,New,Others,Physics,Clear,2009-02-25,2009-04-28,62
00142,ZnPMg,B1,New,Others,chemical engineering,Clear,2009-02-25,2009-05-18,82
00143,emsfly,J1,New,ShangHai,developmental biology,Clear,2009-02-25,2009-03-13,16
00144,hkc593,F1,Renewal,Vancouver ,CS,Clear,2009-02-25,2009-03-18,21
00145,Isiss,B1,New,BeiJing,EE,Clear,2009-02-25,2009-05-15,79
00146,weiwei,J2,,ChengDu,physics,Clear,2009-02-26,2009-03-19,21
00147,jefferson,J1,New,BeiJing,molecular biology,Clear,2009-02-26,2009-03-13,15
00148,ALBERT,J1,New,ShangHai,reservoir engineering,Clear,2009-02-26,2009-03-13,15
00149,uchinaboy,F1,New,BeiJing,Health Informatics,Clear,2009-02-27,2009-03-13,14
00150,huoya,J1,New,ShangHai,pharm eng,Clear,2009-02-27,2009-03-11,12
00151,daisy,F1,New,ShenYang,N/A,Clear,2009-02-27,2009-03-10,11
00152,pingnano,J1,New,ShenYang,Chemistry,Clear,2009-02-27,2009-03-12,13
00153,jouyang2002,H1,Renewal,Others,Materials Science,Clear,2009-03-01,2009-05-08,68
00154,salina,F1,New,ShangHai,cs,Clear,2009-03-01,2009-04-14,44
00155,nona,F1,New,ShangHai,EE,Clear,2009-03-02,2009-03-11,9
00156,billyjackson,B1,New,Europe,Computer Science,Clear,2009-03-03,2009-05-13,71
00157,pkuwen,B1,New,ShangHai,Toxicology,Clear,2009-03-04,2009-05-15,72
00158,-,J1,New,ShangHai,Mechanical Engineering,Clear,2009-03-04,2009-04-02,29
00159,liz830529,B2,New,ShangHai,bio,Clear,2009-03-04,2009-05-14,71
00160,jjjc,J1,New,ShangHai,Bio ,Clear,2009-03-04,2009-03-11,7
00161,HEWU,J1,New,ShangHai,EE,Clear,2009-03-04,2009-03-20,16
00162,HEWU,J2,New,ShangHai,N/A,Clear,2009-03-04,2009-03-20,16
00163,bearjie,J1,New,ChengDu,materials physics an,Clear,2009-03-05,2009-03-30,25
00164,370687198302160,J1,,ChengDu,Materials Physics and Che,Clear,2009-03-05,2009-03-27,22
00165,heu202,H1,Renewal,Others,Mechanical Engineering,Clear,2009-03-05,2009-05-13,69
00166,zeleehom,F1,New,BeiJing,chemistry,Clear,2009-03-05,2009-03-28,23
00167,liuneon,L1,New,ShangHai,N/A,Clear,2009-03-05,2009-05-15,71
00168,mmd,B1,New,Europe,Computer Science,Clear,2009-03-05,2009-05-22,78
00169,leftbank,L1,New,GuangZhou,EE,Clear,2009-03-05,2009-09-16,195
00170,yaolihuaxqp,J1,New,GuangZhou,neurophysiology,Clear,2009-03-06,2009-03-27,21
00171,ufile,B2,Renewal,Toronto ,Biochemistry,Clear,2009-03-06,2009-05-13,68
00172,sarlett,B1,New,Others,生物,Clear,2009-03-06,2009-05-12,67
00173,yenannan,H1,New,ShenYang,chemistry,Clear,2009-03-06,2009-05-15,70
00174,150102196305061,J1,New,BeiJing,chemical engineering,Clear,2009-03-06,2009-07-30,146
00175,老5,F1,New,GuangZhou,N/A,Clear,2009-03-09,2009-03-13,4
00176,LAF1126,F2,Renewal,GuangZhou,chemistry,Clear,2009-03-09,2009-04-09,31
00177,sllswd,F1,Renewal,ShangHai,EE,Clear,2009-03-09,2009-04-01,23
00178,singapore,B1,New,Others,bioinformatics,Clear,2009-03-09,2009-05-15,67
00179,shannon,F1,New,ShangHai,Microsystem,Clear,2009-03-10,2009-03-31,21
00180,bbsid,J1,New,ShangHai,Physical Chemistry,Clear,2009-03-11,2009-03-31,20
00181,TIANL,J2,New,Others,N/A,Clear,2009-03-11,2009-04-03,23
00182,sltong,J1,New,ShangHai,biology,Clear,2009-03-11,2009-03-30,19
00183,txj1012,H1,New,ChengDu,biology,Clear,2009-03-11,2009-05-19,69
00184,lilikiu,J1,New,BeiJing,biology,Clear,2009-03-11,2009-06-10,91
00185,jerryhh,H1,New,ShangHai,structure biology,Clear,2009-03-12,2009-05-29,78
00186,ecer,J1,New,BeiJing,chemistry,Clear,2009-03-12,2009-04-01,20
00187,eaglewest,J1,New,BeiJing,ME,Clear,2009-03-12,2009-05-08,57
00188,zyz,F1,New,BeiJing,MAE,Clear,2009-03-12,2009-04-21,40
00189,mao,J1,Renewal,ChengDu,N/A,Clear,2009-03-12,2009-04-03,22
00190,qjliu,B2,New,BeiJing,Physics Engineering,Clear,2009-03-12,2009-05-27,76
00191,johnson21,H1,New,BeiJing,Materials Science,Clear,2009-03-12,2009-05-18,67
00192,johnson21family,H4,New,BeiJing,N/A,Clear,2009-03-12,2009-05-18,67
00193,ywu,B1,New,Others,CS,Clear,2009-03-13,2009-05-20,68
00194,1234,H1,New,BeiJing,Biochemistry,Clear,2009-03-13,2009-05-23,71
00195,SHVacation,H1,New,ShangHai,Chemical Engineering,Clear,2009-03-16,2009-05-19,64
00196,dabao,H1,Renewal,ShangHai,Chemistry,Clear,2009-03-16,2009-05-20,65
00197,baobao,H1,New,ShangHai,ME,Clear,2009-03-16,2009-05-20,65
00198,yjwei,J1,New,ShenYang,Aerospace Engineering,Clear,2009-03-16,2009-05-26,71
00199,redocean,B1,New,BeiJing,business mgt,Clear,2009-03-16,2009-04-10,25
00200,anan,H1,New,Others,CS,Clear,2009-03-16,2009-03-30,14
00201,checking,H1,New,Ottawa,CS,Clear,2009-03-16,2009-09-14,182
00202,harbiner,F2,New,BeiJing,EE,Clear,2009-03-17,2009-04-16,30
00203,opalyang,B1,New,Others,EE,Clear,2009-03-18,2009-05-19,62
00204,sunnycq,J1,New,BeiJing,biology,Clear,2009-03-19,2009-04-29,41
00205,Mikening,J1,New,BeiJing,Physics,Clear,2009-03-19,2009-04-29,41
00206,londonusavisa,B1,New,Others,EE,Clear,2009-03-19,2009-05-20,62
00207,wangcapital,J1,New,GuangZhou,pathology,Clear,2009-03-20,2009-04-16,27
00208,stm,F1,Renewal,Others,Chem Eng,Clear,2009-03-20,2009-05-04,45
00209,yhchen4,J1,New,BeiJing,CS,Clear,2009-03-20,2009-04-29,40
00210,wuhong,B1,New,ShenYang,Supercuducting technology,Clear,2009-03-20,2009-06-01,73
00211,carol,F1,New,BeiJing,CS,Clear,2009-03-20,2009-04-29,40
00212,daysunny,J1,Renewal,BeiJing,N/A,Clear,2009-03-20,2009-04-29,40
00213,baiseliao,J1,New,ShangHai,CS,Clear,2009-03-20,2009-04-29,40
00214,lijun,J1,New,ChengDu,Biology,Clear,2009-03-20,2009-05-08,49
00215,lava2000,B1,New,GuangZhou,Physics,Clear,2009-03-23,2009-06-16,85
00216,leeaoran,B2,New,BeiJing,bioinformatics,Clear,2009-03-23,2009-05-22,60
00217,Tiantian,F2,New,BeiJing,CS,Clear,2009-03-23,2009-05-04,42
00218,Fu Hao,J1,New,ChengDu,ME,Clear,2009-03-23,2009-05-05,43
00219,redhooligan,B1,New,BeiJing,N/A,Clear,2009-03-23,2009-05-29,67
00220,ferrer,B1,New,ShangHai,Control science,Clear,2009-03-23,2009-05-30,68
00221,chrisyl,B1,New,BeiJing,Microelectronics,Clear,2009-03-24,2009-05-21,58
00222,chy121,J2,New,BeiJing,CE,Clear,2009-03-24,2009-05-04,41
00223,qevan,B1,New,Others,Computer Science,Clear,2009-03-24,2009-05-28,65
00224,julia.sun,H1,Renewal,Montreal ,Materials Science and eng,Clear,2009-03-25,2009-05-20,56
00225,yli24,B2,New,ChengDu,chem,Clear,2009-03-26,2009-06-03,69
00226,OrGun,J1,New,ShenYang,EE,Clear,2009-03-26,2009-05-06,41
00227,gpan,J1,Renewal,ShangHai,Computer Science,Clear,2009-03-26,2009-05-02,37
00228,vered,B1,New,ChengDu,biology,Clear,2009-03-26,2009-05-29,64
00229,wiley,H1,Renewal,ShangHai,Physics,Clear,2009-03-26,2009-05-27,62
00230,cjwbhu,F2,New,GuangZhou,finance,Clear,2009-03-27,2009-04-08,12
00231,xiaoqin,J2,New,BeiJing,cs,Clear,2009-03-27,2009-04-30,34
00232,windreed,H1,New,ShenYang,Neurology,Clear,2009-03-27,2009-05-30,64
00233,albert,J1,Renewal,ShangHai,N/A,Clear,2009-03-27,2009-05-06,40
00234,exile330,L2,New,BeiJing,N/A,Clear,2009-03-27,2009-04-09,13
00235,sy2009,H1,Renewal,ShenYang,chemistry,Clear,2009-03-27,2009-05-27,61
00236,zhuangjin,H1,New,Others,Computer Science,Clear,2009-03-27,2009-05-27,61
00237,Cathy,J1,New,BeiJing,Pesticide Chemistry,Clear,2009-03-27,2009-04-30,34
00238,williamzwly,F1,New,ShangHai,Biomedical Informatics,Clear,2009-03-30,2009-04-30,31
00239,G33647221,J1,New,ChengDu,physical chemistry,Clear,2009-03-30,2009-05-12,43
00240,paulpaul,J1,New,ShenYang,Physical Chemistry ,Clear,2009-03-30,2009-05-10,41
00241,tkelsen,B1,Renewal,BeiJing,mechanical engineering,Clear,2009-03-30,2009-06-01,63
00242,tkelsen,B1,Renewal,BeiJing,mechanical engineering,Clear,2009-03-30,2009-06-01,63
00243,streamer,F1,New,ShangHai,ME,Clear,2009-03-30,2009-05-16,47
00244,none123,H1,Renewal,BeiJing,ECE,Clear,2009-03-30,2009-05-29,60
00245,supertcxs,B2,New,ShenYang,N/A,Clear,2009-03-30,2009-06-01,63
00246,miazhang,J1,Renewal,Others,computer science,Clear,2009-03-31,2009-05-06,36
00247,vanillahill,H1,New,BeiJing,Biochemistry,Clear,2009-04-01,2009-05-29,58
00248,JoeJob,J1,New,ShangHai,Physics,Clear,2009-04-01,2009-05-05,34
00249,j1,J1,New,ShangHai,bioinfo,Clear,2009-04-01,2009-04-30,29
00250,ZSC,H1,Renewal,ChengDu,Biology,Clear,2009-04-01,2009-06-01,61
00251,tony815,F1,Renewal,ShangHai,Physics,Clear,2009-04-01,2009-05-04,33
00252,number,H1,Renewal,ShangHai,engineering,Clear,2009-04-02,2009-05-29,57
00253,cgydhw,J1,New,BeiJing,biotechnology,Clear,2009-04-02,2009-05-04,32
00254,momo,J1,New,ShangHai,ME,Clear,2009-04-02,2009-05-08,36
00255,happy_0,J1,New,BeiJing,chemistry,Clear,2009-04-02,2009-07-16,105
00256,zouyulong,J1,New,ShangHai,N/A,Clear,2009-04-02,2009-05-04,32
00257,SIMONY,L1,New,ShangHai,EE,Clear,2009-04-02,2009-05-29,57
00258,linzd,J1,New,BeiJing,materials,Clear,2009-04-03,2009-05-22,49
00259,mj,B1,New,BeiJing,Microelectronics,Clear,2009-04-03,2009-06-03,61
00260,jjtt,H1,New,ChengDu,BME,Clear,2009-04-07,2009-06-03,57
00261,fish,B1,New,BeiJing,CS,Clear,2009-04-07,2009-05-27,50
00262,refurbish,B1,New,Others,cs,Clear,2009-04-07,2009-06-02,56
00263,cjmm,J1,New,ShangHai,biology,Clear,2009-04-07,2009-05-11,34
00264,whitney,J1,New,BeiJing,Biology,Clear,2009-04-07,2009-05-07,30
00265,Fiona,F1,New,BeiJing,Business,Clear,2009-04-07,2009-04-14,7
00266,yp,B2,New,ChengDu,finance,Clear,2009-04-09,2009-06-02,54
00267,zhuzz05,F1,New,BeiJing,ChE,Clear,2009-04-09,2009-05-06,27
00268,garyzhuzhu,L1,New,BeiJing,EE,Clear,2009-04-09,2009-05-29,50
00269,wff,J1,New,ShangHai,physics,Clear,2009-04-10,2009-05-29,49
00270,linda,J2,New,BeiJing,telecommunication and inf,Clear,2009-04-13,2009-04-28,15
00271,fs,F1,New,BeiJing,Computer Science,Clear,2009-04-13,2009-04-28,15
00272,lavenderuc,F1,Renewal,ChengDu,information science,Clear,2009-04-13,2009-05-15,32
00273,Laudrup,B2,New,ChengDu,N/A,Clear,2009-04-13,2009-06-05,53
00274,cavalxu,H1,Renewal,ShangHai,Bioinformatics,Clear,2009-04-13,2009-05-28,45
00275,jiali328,H1,New,BeiJing,ChE,Clear,2009-04-13,2009-05-29,46
00276,kanuki,H1,New,Others,biochemistry,Clear,2009-04-14,2009-05-29,45
00277,ldm707,J2,New,BeiJing,mechanical design and the,Clear,2009-04-14,2009-05-04,20
00278,Hing,J1,New,GuangZhou,Cell Biology,Clear,2009-04-14,2009-04-28,14
00279,funmaking,J1,New,ShangHai,physical chemistry,Clear,2009-04-14,2009-04-28,14
00280,amerson,H4,New,Others,biochemistry,Clear,2009-04-14,2009-05-29,45
00281,Davidit,H1,New,ShangHai,Pharmacology,Clear,2009-04-14,2009-06-03,50
00282,zhazhe,H1,Renewal,ShangHai,EE,Clear,2009-04-15,2009-06-16,62
00283,ZiT,F1,New,BeiJing,Environmental Engineering,Clear,2009-04-15,2009-05-06,21
00284,nuanfeng,J1,New,BeiJing,physical chemistry,Clear,2009-04-15,2009-05-11,26
00285,zsyang921,J1,New,BeiJing,Biochemistry,Clear,2009-04-15,2009-05-08,23
00286,shuttle11,J1,New,BeiJing,Computer Science,Clear,2009-04-15,2009-05-08,23
00287,jiangdw,J1,New,BeiJing,Materials Science,Clear,2009-04-15,2009-05-08,23
00288,gg444,H4,New,BeiJing,biology,Clear,2009-04-15,2009-06-04,50
00289,ssllff,H1,New,ChengDu,Genetics,Clear,2009-04-15,2009-06-19,65
00290,Hang,J1,New,Others,bioology,Clear,2009-04-15,2009-05-08,23
00291,titi,H1,Renewal,ChengDu,Chemistry,Clear,2009-04-15,2009-06-23,69
00292,jiafei,H1,Renewal,ShangHai,EE,Clear,2009-04-15,2009-05-29,44
00293,bart,F1,New,BeiJing,CS,Clear,2009-04-16,2009-05-11,25
00294,wait,B2,New,BeiJing,N/A,Clear,2009-04-16,2009-06-11,56
00295,dtx,F1,New,ChengDu,chemistry,Clear,2009-04-16,2009-06-11,56
00296,rainingmorning,H1,New,ShangHai,Chemical Engineering,Clear,2009-04-17,2009-06-03,47
00297,JS,B1,New,Others,Chemistry,Clear,2009-04-17,2009-06-02,46
00298,anzhen,H1,New,BeiJing,Biology,Clear,2009-04-20,2009-06-01,42
00299,duedue,J1,New,ShangHai,Biology,Clear,2009-04-20,2009-05-12,22
00300,G32563650,F1,New,BeiJing,Bio,Clear,2009-04-20,2009-05-11,21
00301,Visa2009,F1,Renewal,BeiJing,Microbiology,Clear,2009-04-20,2009-05-18,28
00302,gcer,F1,New,ChengDu,CS,Clear,2009-04-21,2009-06-02,42
00303,franc,F1,New,ChengDu,Artificial Intelligence,Clear,2009-04-21,2009-06-05,45
00304,cherry,F1,New,ShenYang,chemistry,Clear,2009-04-22,2009-05-25,33
00305,bigangela,F1,New,ShangHai,operation research,Clear,2009-04-22,2009-05-16,24
00306,Nicolas,F1,New,ShangHai,EE,Clear,2009-04-22,2009-05-16,24
00307,taoqidemao,F1,New,ShenYang,physics,Clear,2009-04-22,2009-06-02,41
00308,royluo,H1,Renewal,BeiJing,Biology,Clear,2009-04-23,2009-06-04,42
00309,FrozenForest,F1,New,BeiJing,EE,Clear,2009-04-23,2009-05-30,37
00310,sailingheart,F1,New,GuangZhou,ME,Clear,2009-04-23,2009-06-02,40
00311,polysbs,J1,New,BeiJing,biochemistry polymer,Clear,2009-04-23,2009-05-29,36
00312,wuxiaomei,J1,New,BeiJing,Bioinformatics,Clear,2009-04-23,2009-05-18,25
00313,ottawa,H1,Renewal,Ottawa,EE,Clear,2009-04-23,2009-06-04,42
